Airline,Source,Destination,Total_Stops,Price,Duration_In_Min,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Journey_month,Journey_day
IndiGo,Delhi,Cochin,1,6442,635.0,11,55,22,30,May,Wednesday
Jet Airways,Delhi,Cochin,2,10368,1025.0,19,30,12,35,June,Monday
Jet Airways,Delhi,Cochin,1,12767,1670.0,15,0,18,50,March,Thursday
Jet Airways,Delhi,Cochin,1,10262,805.0,15,0,4,25,June,Thursday
Multiple carriers,Delhi,Cochin,1,7408,780.0,8,0,21,0,June,Wednesday
Multiple carriers,Delhi,Cochin,1,13587,660.0,10,0,21,0,June,Thursday
Air India,Kolkata,Banglore,1,8891,905.0,16,50,7,55,May,Wednesday
IndiGo,Delhi,Cochin,1,5883,895.0,10,35,1,30,June,Thursday
Jet Airways,Delhi,Cochin,1,10262,1415.0,13,0,12,35,June,Thursday
Jet Airways,Kolkata,Banglore,1,10844,1415.0,21,10,20,45,June,Sunday
Jet Airways,Kolkata,Banglore,1,14781,800.0,6,30,19,50,May,Thursday
IndiGo,Chennai,Kolkata,0,6297,145.0,14,40,17,5,March,Friday
Air Asia,Kolkata,Banglore,0,4409,150.0,22,50,1,20,May,Sunday
Air India,Delhi,Cochin,2,12383,500.0,10,55,19,15,June,Sunday
SpiceJet,Mumbai,Hyderabad,0,2017,90.0,13,15,14,45,May,Friday
Air India,Mumbai,Hyderabad,1,12308,850.0,19,0,9,10,March,Wednesday
SpiceJet,Chennai,Kolkata,0,3384,140.0,17,45,20,5,March,Monday
Jet Airways,Banglore,New Delhi,1,9134,435.0,8,55,16,10,March,Friday
IndiGo,Delhi,Cochin,1,7464,325.0,2,0,7,25,May,Saturday
Multiple carriers,Delhi,Cochin,1,6093,540.0,7,10,16,10,April,Saturday
Multiple carriers,Delhi,Cochin,1,15237,890.0,4,0,18,50,March,Sunday
Jet Airways,Mumbai,Hyderabad,0,4995,85.0,7,5,8,30,May,Wednesday
Air India,Delhi,Cochin,0,6934,180.0,14,10,17,10,May,Friday
Jet Airways,Kolkata,Banglore,1,13784,775.0,21,10,10,5,April,Monday
Air Asia,Kolkata,Banglore,0,4409,155.0,10,20,12,55,June,Saturday
Multiple carriers,Delhi,Cochin,1,15898,375.0,13,0,19,15,May,Monday
Air India,Delhi,Cochin,2,11989,1560.0,17,15,19,15,May,Tuesday
SpiceJet,Mumbai,Hyderabad,0,2017,90.0,13,15,14,45,June,Monday
Multiple carriers,Delhi,Cochin,1,11098,845.0,4,55,19,0,June,Saturday
IndiGo,Delhi,Cochin,1,6794,480.0,17,30,1,30,May,Tuesday
Jet Airways,Kolkata,Banglore,1,10844,730.0,21,10,9,20,May,Wednesday
Multiple carriers,Delhi,Cochin,2,34608,630.0,15,5,1,35,March,Saturday
Air India,Delhi,Cochin,0,6094,180.0,14,10,17,10,May,Wednesday
IndiGo,Kolkata,Banglore,1,4565,315.0,15,15,20,30,May,Thursday
Air India,Delhi,Cochin,3,10493,2280.0,5,15,19,15,May,Monday
Air India,Banglore,New Delhi,2,12305,1670.0,6,45,10,35,March,Monday
Air India,Banglore,Delhi,0,6961,165.0,10,0,12,45,May,Wednesday
Multiple carriers,Delhi,Cochin,1,9794,395.0,6,0,12,35,May,Wednesday
Multiple carriers,Delhi,Cochin,1,13377,480.0,17,30,1,30,May,Monday
Jet Airways,Delhi,Cochin,1,12898,1005.0,2,15,19,0,May,Monday
Multiple carriers,Delhi,Cochin,1,7155,470.0,11,25,19,15,June,Thursday
Multiple carriers,Delhi,Cochin,1,13377,630.0,15,0,1,30,June,Monday
Vistara,Banglore,Delhi,0,4668,170.0,11,30,14,20,May,Friday
IndiGo,Banglore,New Delhi,1,8110,290.0,7,30,12,20,March,Friday
Jet Airways,Banglore,Delhi,0,4544,180.0,8,20,11,20,April,Saturday
Air India,Delhi,Cochin,2,9653,1595.0,16,40,19,15,June,Thursday
Jet Airways,Kolkata,Banglore,1,14781,590.0,8,25,18,15,May,Wednesday
Vistara,Banglore,Delhi,0,5969,170.0,11,30,14,20,April,Saturday
SpiceJet,Mumbai,Hyderabad,0,2017,90.0,13,15,14,45,April,Wednesday
Jet Airways,Kolkata,Banglore,1,14151,395.0,17,0,23,35,June,Thursday
Jet Airways,Kolkata,Banglore,1,13731,730.0,16,30,4,40,June,Sunday
Jet Airways,Delhi,Cochin,1,15400,590.0,9,0,18,50,March,Sunday
Jet Airways,Kolkata,Banglore,1,8066,1520.0,9,35,10,55,May,Thursday
Jet Airways,Delhi,Cochin,2,21314,2230.0,5,40,18,50,March,Sunday
Air India,Banglore,New Delhi,1,14069,700.0,11,5,22,45,March,Friday
Jet Airways,Mumbai,Hyderabad,0,2470,90.0,15,50,17,20,March,Friday
IndiGo,Kolkata,Banglore,0,4804,155.0,20,20,22,55,April,Wednesday
Air India,Banglore,New Delhi,1,9029,425.0,5,50,12,55,March,Friday
IndiGo,Kolkata,Banglore,0,4804,155.0,4,40,7,15,May,Sunday
IndiGo,Mumbai,Hyderabad,0,2754,85.0,19,5,20,30,March,Sunday
Jet Airways,Kolkata,Banglore,1,13364,665.0,21,10,8,15,April,Monday
IndiGo,Kolkata,Banglore,1,6933,280.0,17,35,22,15,March,Sunday
Multiple carriers,Delhi,Cochin,1,11200,455.0,11,25,19,0,June,Sunday
Jet Airways,Mumbai,Hyderabad,0,3210,85.0,2,55,4,20,May,Wednesday
Jet Airways,Mumbai,Hyderabad,0,8040,90.0,10,20,11,50,June,Tuesday
IndiGo,Delhi,Cochin,1,6442,515.0,7,35,16,10,June,Thursday
IndiGo,Delhi,Cochin,0,4729,195.0,14,20,17,35,April,Monday
IndiGo,Delhi,Cochin,1,6442,625.0,11,55,22,20,March,Wednesday
SpiceJet,Kolkata,Banglore,0,3841,140.0,22,20,0,40,June,Wednesday
Multiple carriers,Delhi,Cochin,1,13587,660.0,10,0,21,0,June,Saturday
Jet Airways,Kolkata,Banglore,1,11467,1080.0,20,25,14,25,May,Wednesday
IndiGo,Chennai,Kolkata,0,7295,135.0,13,20,15,35,March,Sunday
SpiceJet,Chennai,Kolkata,0,3597,135.0,9,45,12,0,May,Wednesday
Multiple carriers,Delhi,Cochin,1,7787,755.0,6,40,19,15,May,Thursday
IndiGo,Delhi,Cochin,1,14871,860.0,6,40,21,0,March,Wednesday
IndiGo,Chennai,Kolkata,0,3540,165.0,15,40,18,25,June,Saturday
IndiGo,Delhi,Cochin,1,6442,940.0,6,50,22,30,June,Saturday
Air Asia,Banglore,Delhi,0,3383,165.0,11,10,13,55,June,Monday
Air Asia,Kolkata,Banglore,0,4409,150.0,22,50,1,20,April,Thursday
IndiGo,Chennai,Kolkata,0,3850,140.0,7,55,10,15,May,Thursday
Multiple carriers,Delhi,Cochin,1,8018,555.0,13,15,22,30,June,Monday
Jet Airways,Kolkata,Banglore,1,11467,1120.0,20,25,15,5,April,Monday
Vistara,Banglore,Delhi,0,4668,170.0,11,30,14,20,June,Thursday
Jet Airways,Delhi,Cochin,2,13922,1525.0,17,35,19,0,June,Monday
Air India,Mumbai,Hyderabad,0,3625,80.0,6,20,7,40,May,Monday
Air Asia,Kolkata,Banglore,0,5989,150.0,19,55,22,25,May,Saturday
IndiGo,Banglore,Delhi,0,4423,170.0,4,0,6,50,April,Sunday
Jet Airways,Delhi,Cochin,0,9564,195.0,9,50,13,5,June,Tuesday
Jet Airways,Kolkata,Banglore,1,8529,1545.0,16,30,18,15,June,Wednesday
Air India,Kolkata,Banglore,0,4145,155.0,20,45,23,20,June,Thursday
IndiGo,Kolkata,Banglore,0,4804,155.0,17,15,19,50,May,Friday
IndiGo,Delhi,Cochin,1,6938,490.0,14,20,22,30,June,Saturday
Jet Airways,Banglore,New Delhi,1,14815,1420.0,8,0,7,40,March,Wednesday
Multiple carriers,Delhi,Cochin,1,15077,705.0,7,30,19,15,March,Wednesday
Jet Airways,Delhi,Cochin,2,13014,560.0,9,40,19,0,June,Saturday
Air India,Kolkata,Banglore,2,11201,875.0,5,50,20,25,June,Sunday
Jet Airways,Kolkata,Banglore,1,12692,1295.0,20,25,18,0,June,Thursday
Multiple carriers,Delhi,Cochin,1,9646,385.0,9,45,16,10,June,Saturday
Jet Airways,Delhi,Cochin,1,16079,335.0,22,50,4,25,May,Friday
Air India,Kolkata,Banglore,2,6117,1555.0,9,10,11,5,May,Wednesday
Multiple carriers,Delhi,Cochin,1,6795,615.0,15,15,1,30,June,Sunday
Air India,Mumbai,Hyderabad,0,3100,80.0,21,5,22,25,June,Saturday
Jet Airways,Delhi,Cochin,1,15851,620.0,2,15,12,35,May,Thursday
Vistara,Chennai,Kolkata,0,3687,135.0,7,5,9,20,June,Thursday
IndiGo,Banglore,Delhi,0,4990,180.0,16,55,19,55,April,Friday
Jet Airways,Delhi,Cochin,1,15554,1425.0,19,15,19,0,May,Thursday
Multiple carriers,Delhi,Cochin,1,9526,795.0,6,0,19,15,June,Saturday
IndiGo,Delhi,Cochin,0,6015,195.0,5,35,8,50,May,Saturday
Air India,Kolkata,Banglore,2,10676,590.0,12,0,21,50,May,Wednesday
Jet Airways,Delhi,Cochin,1,12898,1100.0,18,15,12,35,May,Monday
Jet Airways,Delhi,Cochin,2,15129,1760.0,23,5,4,25,May,Monday
Multiple carriers,Delhi,Cochin,1,13378,465.0,11,30,19,15,March,Thursday
SpiceJet,Kolkata,Banglore,0,4174,145.0,9,0,11,25,June,Saturday
Multiple carriers,Delhi,Cochin,1,9103,455.0,11,25,19,0,May,Tuesday
IndiGo,Chennai,Kolkata,0,3850,140.0,7,55,10,15,June,Sunday
Vistara,Delhi,Cochin,0,6216,190.0,14,40,17,50,June,Sunday
Vistara,Kolkata,Banglore,1,8610,385.0,17,0,23,25,April,Monday
Jet Airways,Kolkata,Banglore,1,10539,1005.0,17,0,9,45,June,Thursday
IndiGo,Delhi,Cochin,1,6674,625.0,11,55,22,20,March,Saturday
Multiple carriers,Delhi,Cochin,1,7618,780.0,8,0,21,0,June,Monday
IndiGo,Banglore,Delhi,0,3943,175.0,0,30,3,25,April,Sunday
Vistara,Banglore,New Delhi,0,11913,155.0,16,0,18,35,March,Sunday
IndiGo,Banglore,New Delhi,0,6860,170.0,18,55,21,45,March,Saturday
Jet Airways,Delhi,Cochin,2,13292,810.0,5,30,19,0,June,Wednesday
Multiple carriers,Delhi,Cochin,1,17057,795.0,2,15,15,30,March,Wednesday
Air India,Delhi,Cochin,2,11552,2170.0,7,5,19,15,March,Sunday
IndiGo,Chennai,Kolkata,0,6297,145.0,11,35,14,0,March,Tuesday
IndiGo,Chennai,Kolkata,0,4332,145.0,11,35,14,0,March,Sunday
Air India,Delhi,Cochin,0,5674,170.0,5,10,8,0,March,Thursday
Multiple carriers,Delhi,Cochin,1,10711,730.0,7,5,19,15,May,Tuesday
Jet Airways,Kolkata,Banglore,1,11467,505.0,9,35,18,0,April,Monday
Air India,Kolkata,Banglore,2,12434,1335.0,16,50,15,5,May,Monday
Air India,Delhi,Cochin,0,5201,185.0,18,5,21,10,June,Monday
Vistara,Banglore,Delhi,0,4878,155.0,17,0,19,35,May,Saturday
Jet Airways,Delhi,Cochin,2,13014,1375.0,5,30,4,25,June,Thursday
SpiceJet,Chennai,Kolkata,0,3597,135.0,8,20,10,35,June,Thursday
Air India,Banglore,New Delhi,2,12599,1580.0,8,50,11,10,March,Sunday
Jet Airways,Kolkata,Banglore,1,10844,1660.0,18,55,22,35,May,Friday
Jet Airways,Delhi,Cochin,1,12898,1005.0,2,15,19,0,May,Tuesday
IndiGo,Banglore,Delhi,0,3943,170.0,13,0,15,50,June,Friday
Multiple carriers,Delhi,Cochin,1,7198,750.0,13,0,1,30,June,Wednesday
SpiceJet,Kolkata,Banglore,1,4963,315.0,15,5,20,20,May,Saturday
IndiGo,Banglore,New Delhi,0,12649,170.0,16,55,19,45,March,Friday
Multiple carriers,Delhi,Cochin,1,17267,450.0,8,0,15,30,March,Wednesday
Jet Airways,Delhi,Cochin,1,12373,715.0,7,5,19,0,May,Thursday
Jet Airways,Banglore,New Delhi,1,13502,785.0,11,40,0,45,March,Sunday
Multiple carriers,Delhi,Cochin,1,11622,440.0,11,30,18,50,March,Thursday
SpiceJet,Kolkata,Banglore,0,5515,140.0,22,20,0,40,March,Sunday
Jet Airways,Kolkata,Banglore,1,9314,1080.0,20,25,14,25,May,Wednesday
Multiple carriers,Delhi,Cochin,1,11789,520.0,10,20,19,0,June,Monday
IndiGo,Banglore,Delhi,0,4823,170.0,20,0,22,50,April,Saturday
Air India,Delhi,Cochin,2,10467,1210.0,13,15,9,25,June,Monday
Multiple carriers,Delhi,Cochin,1,7408,480.0,13,0,21,0,June,Monday
Air India,Delhi,Cochin,1,7480,1640.0,6,5,9,25,June,Saturday
SpiceJet,Kolkata,Banglore,0,3841,140.0,22,20,0,40,April,Wednesday
SpiceJet,Chennai,Kolkata,0,3543,140.0,17,45,20,5,May,Saturday
Air India,Delhi,Cochin,3,10493,2280.0,5,15,19,15,June,Monday
Multiple carriers,Delhi,Cochin,1,9103,455.0,11,25,19,0,May,Monday
Jet Airways,Kolkata,Banglore,1,10844,345.0,14,5,19,50,May,Monday
IndiGo,Banglore,Delhi,0,4823,170.0,20,0,22,50,June,Sunday
Air Asia,Banglore,New Delhi,0,4482,165.0,23,25,2,10,March,Sunday
Jet Airways,Kolkata,Banglore,1,8529,1655.0,6,30,10,5,June,Wednesday
Air India,Delhi,Cochin,0,7931,180.0,14,10,17,10,March,Sunday
Jet Airways,Kolkata,Banglore,1,9663,865.0,18,55,9,20,May,Saturday
Jet Airways,Delhi,Cochin,2,10368,560.0,9,40,19,0,June,Saturday
Air India,Kolkata,Banglore,2,10151,590.0,12,0,21,50,May,Saturday
SpiceJet,Chennai,Kolkata,0,3543,140.0,17,45,20,5,May,Monday
Multiple carriers,Delhi,Cochin,1,7530,390.0,19,0,1,30,June,Saturday
Multiple carriers,Delhi,Cochin,1,6805,455.0,14,55,22,30,May,Thursday
GoAir,Banglore,Delhi,0,3419,175.0,7,45,10,40,June,Tuesday
Air Asia,Banglore,Delhi,0,7120,170.0,23,55,2,45,June,Sunday
Jet Airways,Kolkata,Banglore,1,14151,1075.0,17,0,10,55,May,Tuesday
Air India,Mumbai,Hyderabad,0,3100,80.0,6,20,7,40,June,Friday
Jet Airways,Kolkata,Banglore,1,12121,1285.0,17,0,14,25,May,Friday
SpiceJet,Mumbai,Hyderabad,0,2017,90.0,5,45,7,15,May,Monday
SpiceJet,Mumbai,Hyderabad,0,2647,90.0,5,45,7,15,June,Saturday
IndiGo,Delhi,Cochin,1,6147,320.0,17,5,22,25,June,Wednesday
Jet Airways,Delhi,Cochin,2,14237,600.0,18,25,4,25,June,Saturday
Jet Airways,Kolkata,Banglore,1,13044,730.0,21,10,9,20,June,Wednesday
Jet Airways,Delhi,Cochin,1,15554,1005.0,2,15,19,0,May,Saturday
SpiceJet,Banglore,Delhi,0,4423,170.0,9,30,12,20,April,Tuesday
Air India,Delhi,Cochin,1,8372,640.0,21,0,7,40,June,Thursday
Jet Airways,Kolkata,Banglore,1,10844,1655.0,20,0,23,35,May,Saturday
Vistara,Kolkata,Banglore,1,9555,1550.0,17,0,18,50,May,Saturday
Air India,Delhi,Cochin,2,8839,970.0,17,15,9,25,May,Wednesday
Air India,Kolkata,Banglore,2,10151,1830.0,12,0,18,30,May,Monday
Air India,Kolkata,Banglore,2,11432,1210.0,9,25,5,35,May,Sunday
SpiceJet,Banglore,Delhi,0,4319,170.0,9,30,12,20,April,Monday
Air India,Kolkata,Banglore,2,9626,1830.0,12,0,18,30,June,Thursday
Air India,Kolkata,Banglore,1,10623,1615.0,17,30,20,25,May,Saturday
Jet Airways,Delhi,Cochin,0,9564,195.0,11,0,14,15,April,Thursday
Jet Airways,Kolkata,Banglore,1,14781,400.0,14,5,20,45,May,Thursday
Jet Airways,Banglore,Delhi,0,7229,180.0,8,20,11,20,May,Wednesday
IndiGo,Delhi,Cochin,1,5684,480.0,17,30,1,30,June,Thursday
Jet Airways,Kolkata,Banglore,1,14388,1655.0,5,45,9,20,May,Saturday
SpiceJet,Banglore,Delhi,0,5515,170.0,9,30,12,20,April,Thursday
Jet Airways,Kolkata,Banglore,1,12692,1540.0,20,25,22,5,June,Sunday
Jet Airways,Kolkata,Banglore,1,9314,575.0,9,35,19,10,May,Wednesday
SpiceJet,Kolkata,Banglore,0,3873,150.0,17,10,19,40,June,Saturday
SpiceJet,Kolkata,Banglore,0,4807,140.0,22,20,0,40,April,Sunday
Multiple carriers,Delhi,Cochin,1,14848,615.0,9,0,19,15,June,Thursday
IndiGo,Delhi,Cochin,1,6171,425.0,5,5,12,10,April,Wednesday
SpiceJet,Mumbai,Hyderabad,0,1965,90.0,13,15,14,45,June,Monday
Jet Airways,Kolkata,Banglore,1,10539,690.0,9,35,21,5,June,Wednesday
Air Asia,Banglore,Delhi,0,4483,165.0,11,10,13,55,June,Saturday
Multiple carriers,Delhi,Cochin,1,8371,795.0,6,0,19,15,March,Wednesday
Jet Airways,Delhi,Cochin,1,15764,870.0,13,55,4,25,March,Wednesday
Jet Airways,Kolkata,Banglore,1,10844,425.0,16,30,23,35,May,Sunday
IndiGo,Banglore,Delhi,0,4423,170.0,4,0,6,50,April,Friday
Vistara,Banglore,Delhi,0,4878,170.0,9,45,12,35,June,Saturday
SpiceJet,Mumbai,Hyderabad,0,2227,90.0,13,15,14,45,May,Thursday
Jet Airways,Kolkata,Banglore,1,10844,1545.0,16,30,18,15,May,Wednesday
Air Asia,Kolkata,Banglore,0,4107,150.0,19,55,22,25,April,Wednesday
Vistara,Kolkata,Banglore,1,11262,1660.0,7,10,10,50,March,Sunday
Jet Airways,Delhi,Cochin,1,10262,1355.0,14,0,12,35,June,Monday
Jet Airways,Banglore,Delhi,0,4544,175.0,15,15,18,10,May,Saturday
Jet Airways,Banglore,Delhi,0,6144,185.0,18,55,22,0,May,Friday
GoAir,Banglore,New Delhi,0,5706,175.0,7,45,10,40,March,Friday
Jet Airways,Banglore,New Delhi,1,5853,390.0,5,50,12,20,March,Friday
Jet Airways,Kolkata,Banglore,2,10118,860.0,6,30,20,50,May,Tuesday
Air India,Kolkata,Banglore,2,14687,1200.0,9,25,5,25,May,Wednesday
Multiple carriers,Delhi,Cochin,1,9254,465.0,11,30,19,15,May,Monday
Jet Airways,Delhi,Cochin,2,10368,1125.0,9,40,4,25,June,Saturday
Jet Airways,Kolkata,Banglore,1,14571,400.0,14,5,20,45,June,Thursday
Jet Airways,Banglore,Delhi,0,7229,175.0,15,15,18,10,June,Saturday
IndiGo,Delhi,Cochin,1,6093,860.0,6,40,21,0,June,Thursday
Multiple carriers,Delhi,Cochin,1,16023,780.0,8,0,21,0,March,Saturday
IndiGo,Chennai,Kolkata,0,3597,140.0,14,45,17,5,June,Thursday
Jet Airways,Kolkata,Banglore,1,8824,1015.0,6,30,23,25,March,Sunday
IndiGo,Delhi,Cochin,1,7060,345.0,2,0,7,45,March,Saturday
Jet Airways,Kolkata,Banglore,1,14231,1160.0,13,55,9,15,March,Sunday
Jet Airways,Banglore,Delhi,0,4544,185.0,18,55,22,0,April,Wednesday
Jet Airways,Delhi,Cochin,1,16289,1665.0,15,5,18,50,March,Saturday
IndiGo,Kolkata,Banglore,0,6565,165.0,10,10,12,55,March,Sunday
IndiGo,Chennai,Kolkata,0,3597,140.0,14,45,17,5,June,Friday
Air India,Delhi,Cochin,1,7480,765.0,20,40,9,25,May,Monday
Vistara,Kolkata,Banglore,1,9922,1065.0,17,0,10,45,May,Sunday
Jet Airways,Banglore,Delhi,0,7229,180.0,17,45,20,45,May,Monday
Jet Airways,Delhi,Cochin,2,14300,995.0,20,0,12,35,June,Saturday
Jet Airways,Delhi,Cochin,1,12242,1570.0,2,15,4,25,March,Wednesday
Multiple carriers,Delhi,Cochin,1,10678,455.0,11,25,19,0,June,Monday
Multiple carriers,Delhi,Cochin,1,9450,780.0,8,0,21,0,May,Monday
IndiGo,Kolkata,Banglore,0,4174,160.0,21,25,0,5,April,Saturday
Jet Airways,Banglore,Delhi,0,4544,180.0,7,10,10,10,April,Saturday
IndiGo,Kolkata,Banglore,1,5386,280.0,17,35,22,15,May,Wednesday
Jet Airways,Delhi,Cochin,2,15129,1430.0,19,10,19,0,May,Friday
IndiGo,Delhi,Cochin,1,6412,490.0,14,20,22,30,June,Saturday
Jet Airways,Banglore,New Delhi,0,7229,165.0,2,0,4,45,March,Sunday
Vistara,Banglore,Delhi,0,4878,170.0,9,45,12,35,June,Saturday
Air Asia,Kolkata,Banglore,0,3807,155.0,10,20,12,55,April,Saturday
Jet Airways,Delhi,Cochin,1,12373,1145.0,17,30,12,35,May,Saturday
Jet Airways,Kolkata,Banglore,1,14571,570.0,14,5,23,35,June,Thursday
Jet Airways,Delhi,Cochin,1,10262,520.0,19,45,4,25,June,Wednesday
Jet Airways,Delhi,Cochin,1,10577,1325.0,20,55,19,0,June,Sunday
Vistara,Mumbai,Hyderabad,1,12395,1560.0,20,55,22,55,March,Wednesday
SpiceJet,Kolkata,Banglore,0,3841,155.0,6,55,9,30,April,Saturday
Air Asia,Delhi,Cochin,1,8759,470.0,7,55,15,45,June,Monday
IndiGo,Delhi,Cochin,1,7738,645.0,4,45,15,30,March,Thursday
IndiGo,Delhi,Cochin,1,7503,630.0,15,0,1,30,May,Saturday
IndiGo,Delhi,Cochin,1,5883,845.0,11,25,1,30,June,Monday
Jet Airways,Kolkata,Banglore,1,12692,800.0,20,25,9,45,June,Wednesday
IndiGo,Banglore,Delhi,0,4823,170.0,8,30,11,20,April,Monday
SpiceJet,Mumbai,Hyderabad,0,2017,90.0,5,45,7,15,May,Monday
Air India,Delhi,Cochin,2,8603,1180.0,12,0,7,40,June,Wednesday
Jet Airways,Banglore,Delhi,0,5769,175.0,11,10,14,5,June,Friday
Jet Airways,Kolkata,Banglore,1,12681,1400.0,18,55,18,15,April,Monday
SpiceJet,Banglore,Delhi,0,3625,160.0,5,55,8,35,June,Monday
IndiGo,Delhi,Cochin,1,8854,975.0,9,15,1,30,May,Thursday
IndiGo,Mumbai,Hyderabad,0,2754,90.0,2,35,4,5,May,Wednesday
Air India,Delhi,Cochin,1,8372,555.0,10,0,19,15,June,Wednesday
Jet Airways,Delhi,Cochin,1,10262,1235.0,16,0,12,35,June,Wednesday
Air India,Chennai,Kolkata,0,10810,135.0,11,40,13,55,March,Sunday
IndiGo,Chennai,Kolkata,0,3540,145.0,5,15,7,40,June,Saturday
Jet Airways,Banglore,Delhi,0,8016,185.0,18,55,22,0,June,Thursday
IndiGo,Banglore,New Delhi,0,6860,170.0,10,30,13,20,March,Saturday
Air Asia,Delhi,Cochin,1,6451,340.0,16,45,22,25,April,Saturday
Jet Airways,Kolkata,Banglore,1,13067,1120.0,20,25,15,5,May,Monday
Jet Airways,Kolkata,Banglore,1,11467,1500.0,17,0,18,0,May,Monday
Air India,Kolkata,Banglore,1,10203,795.0,10,0,23,15,May,Thursday
Air Asia,Kolkata,Banglore,0,4082,150.0,22,50,1,20,March,Tuesday
Air India,Delhi,Cochin,2,13276,500.0,10,55,19,15,May,Tuesday
Jet Airways,Banglore,New Delhi,2,23001,420.0,8,55,15,55,March,Saturday
Jet Airways,Kolkata,Banglore,1,10844,1550.0,18,55,20,45,June,Thursday
IndiGo,Banglore,Delhi,0,4990,175.0,18,55,21,50,June,Thursday
Jet Airways,Banglore,New Delhi,1,10037,550.0,5,50,15,0,March,Saturday
Jet Airways,Kolkata,Banglore,1,14388,520.0,20,0,4,40,May,Monday
Air India,Delhi,Cochin,2,12287,1305.0,21,30,19,15,March,Sunday
Jet Airways,Kolkata,Banglore,1,10844,400.0,14,5,20,45,June,Thursday
Jet Airways,Mumbai,Hyderabad,0,4995,90.0,10,20,11,50,May,Friday
Multiple carriers,Delhi,Cochin,1,9794,440.0,11,40,19,0,May,Monday
IndiGo,Kolkata,Banglore,1,4226,240.0,6,20,10,20,June,Thursday
IndiGo,Delhi,Cochin,1,7318,845.0,11,30,1,35,March,Thursday
Jet Airways,Kolkata,Banglore,1,8529,735.0,20,0,8,15,June,Wednesday
Air India,Kolkata,Banglore,2,9416,1830.0,12,0,18,30,June,Wednesday
Jet Airways,Delhi,Cochin,2,11507,1620.0,9,35,12,35,June,Monday
Air India,Kolkata,Banglore,2,9920,970.0,16,45,8,55,April,Monday
Multiple carriers,Delhi,Cochin,1,7038,540.0,7,10,16,10,May,Saturday
GoAir,Delhi,Cochin,1,4959,355.0,7,0,12,55,June,Monday
Jet Airways,Mumbai,Hyderabad,0,5678,85.0,7,5,8,30,June,Sunday
Jet Airways,Banglore,Delhi,0,7229,180.0,8,20,11,20,June,Sunday
Jet Airways,Kolkata,Banglore,1,7064,425.0,16,30,23,35,April,Monday
IndiGo,Banglore,Delhi,0,4823,170.0,8,30,11,20,April,Saturday
Jet Airways,Kolkata,Banglore,1,14571,365.0,16,30,22,35,May,Friday
IndiGo,Kolkata,Banglore,0,4148,165.0,9,35,12,20,March,Wednesday
Air India,Kolkata,Banglore,2,13873,920.0,10,0,1,20,May,Friday
Jet Airways,Delhi,Cochin,1,10262,1415.0,13,0,12,35,June,Monday
Multiple carriers,Delhi,Cochin,1,6645,830.0,11,40,1,30,April,Tuesday
IndiGo,Kolkata,Banglore,0,4804,155.0,17,15,19,50,May,Wednesday
IndiGo,Banglore,New Delhi,1,5746,245.0,11,20,15,25,March,Saturday
GoAir,Delhi,Cochin,1,5199,460.0,5,55,13,35,June,Sunday
IndiGo,Chennai,Kolkata,0,4332,140.0,19,35,21,55,March,Monday
IndiGo,Delhi,Cochin,1,6416,575.0,11,25,21,0,June,Saturday
Air India,Banglore,New Delhi,2,12935,575.0,6,45,16,20,March,Monday
Jet Airways,Banglore,New Delhi,1,7832,685.0,8,55,20,20,March,Thursday
Jet Airways,Kolkata,Banglore,1,8586,730.0,16,30,4,40,May,Wednesday
Jet Airways,Banglore,Delhi,0,5769,175.0,15,15,18,10,June,Monday
Jet Airways,Mumbai,Hyderabad,0,8040,90.0,10,20,11,50,May,Tuesday
Vistara,Delhi,Cochin,0,12411,190.0,6,0,9,10,March,Wednesday
Air India,Kolkata,Banglore,1,8366,745.0,9,25,21,50,June,Sunday
Multiple carriers,Delhi,Cochin,1,7354,705.0,7,30,19,15,June,Monday
Air India,Banglore,New Delhi,2,13576,665.0,11,5,22,10,March,Friday
Multiple carriers,Delhi,Cochin,1,11622,585.0,9,15,19,0,June,Monday
Air India,Kolkata,Banglore,2,12723,1045.0,5,50,23,15,June,Thursday
Jet Airways,Kolkata,Banglore,1,13759,900.0,8,25,23,25,March,Sunday
IndiGo,Delhi,Cochin,1,6412,380.0,16,10,22,30,May,Wednesday
IndiGo,Delhi,Cochin,2,6494,765.0,8,35,21,20,March,Wednesday
Jet Airways,Mumbai,Hyderabad,0,5678,90.0,15,50,17,20,March,Sunday
Air India,Kolkata,Banglore,1,8891,1545.0,9,25,11,10,May,Sunday
Jet Airways,Delhi,Cochin,1,17024,1260.0,21,50,18,50,March,Sunday
Jet Airways,Delhi,Cochin,2,10368,560.0,9,40,19,0,June,Wednesday
Jet Airways,Kolkata,Banglore,1,14571,1335.0,20,0,18,15,June,Sunday
Jet Airways,Banglore,New Delhi,1,7832,495.0,7,0,15,15,March,Thursday
Jet Airways,Kolkata,Banglore,1,14151,750.0,9,35,22,5,May,Thursday
Multiple carriers,Delhi,Cochin,1,7154,510.0,10,45,19,15,March,Thursday
Air Asia,Kolkata,Banglore,1,5192,710.0,7,35,19,25,April,Monday
Multiple carriers,Delhi,Cochin,2,21483,630.0,15,5,1,35,March,Wednesday
Jet Airways,Kolkata,Banglore,1,6812,730.0,16,30,4,40,June,Thursday
IndiGo,Banglore,New Delhi,1,13292,300.0,19,35,0,35,March,Sunday
